@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute mono_feature25 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.006989,0.010753,0,0,0.003765,0,0.789619,0.845617,0.983915,2
9,0,0.003268,0,0,0.009836,0,0.771541,0.823409,0.957562,2
9,0.026144,0.045752,0,0,0.006579,0,0.058651,0.066532,0.058681,2
9,0.008905,0.09528,0,0,0.000891,0,0.372614,0.396260,0.456019,2
9,0.001359,0.004076,0,0,0.00136,0,0.763174,0.816838,0.948785,2
9,0,0.1,0,0,0,0,0.489363,0.514506,0.593824,2
9,0.001966,0.010319,0,0,0.00295,0,0.774641,0.829578,0.964459,2
9,0.016473,0.010659,0,0,0.002908,0,0.679533,0.728283,0.845452,2
9,0,0.066667,0,0,0.008403,0,0.453644,0.476549,0.551024,2
9,0,0.041475,0,0,0.023148,0,0.545542,0.576086,0.669173,2
9,0.030176,0.06119,0,0,0.006711,0,0.364815,0.383002,0.437354,2
9,0.038647,0.043478,0,0,0.009709,0,0.499398,0.532925,0.615296,2
9,0,0.08,0,0,0,0,0.426418,0.450915,0.514670,2
9,0,0.049858,0,0,0.007133,0,0.597857,0.635880,0.735745,2
9,0,0.078652,0,0,0.017685,0,0.297710,0.304392,0.339407,2
9,0,0.005833,0,0,0.00417,0,0.818135,0.875719,1.018968,2
9,0,0.127119,0,0,0.008547,0,0.376092,0.393082,0.454953,2
9,0,0.13465,0,0,0.017986,0,0.310087,0.317544,0.357681,2
9,0.00309,0.004326,0,0,0.004329,0,0.764900,0.818942,0.952185,2
9,0.012163,0.004231,0,0,0.004233,0,0.713718,0.764635,0.888670,2
9,0,0.051178,0,0,0.006065,0,0.667013,0.710989,0.825421,2
9,0,0.030318,0,0,0.005382,0,0.739873,0.790237,0.918823,2
9,0,0.007746,0,0,0.002326,0,0.808424,0.865202,1.006506,2
9,0,0.128205,0,0,0.020183,0,0.283161,0.292523,0.327561,2
9,0.003831,0.066411,0,0,0.002558,0,0.536375,0.568684,0.658569,2
9,0.00252,0.006931,0,0,0.001261,0,0.793412,0.849670,0.988380,2
9,0,0.041237,0,0,0.013769,0,0.276762,0.291476,0.325884,2
9,0,0,0,0,0.012346,0,0.529574,0.559784,0.646377,0
9,0.039773,0,0,0,0.022857,0,0.368210,0.387021,0.445489,0
9,0,0,0,0,0.037037,0,0.603478,0.637758,0.739037,0
9,0,0.108317,0,0,0.011628,0,0.245373,0.251542,0.277930,0
9,0,0.06,0,0,0.020202,0,0.325977,0.337396,0.383080,0
9,0.006329,0.006329,0,0,0.012739,0,0.391689,0.416605,0.476109,0
9,0.008172,0.043922,0,0,0.00818,0,0.412102,0.434078,0.494715,0
9,0.004651,0.002326,0,0,0.006206,0,0.745493,0.797476,0.927144,0
9,0,0.0375,0,0,0.006289,0,0.568517,0.605442,0.698786,0
9,0.007564,0.033283,0,0,0.015152,0,0.320584,0.334025,0.375706,0
