@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.591742,0
2,10,-0.440688,4.479066,1.095244,0
3,12,0.092127,4.476359,1.522381,2
4,3,0.906286,2.234771,1.746874,2
5,16,0.283345,5.282326,1.282286,1
1,2,-0.032875,4.185434,0.907228,0
2,8,-0.151472,3.717095,0.986329,0
3,12,0.170735,3.710519,1.340717,0
4,2,-0.28529,3.489355,0.913837,0
5,8,0.040973,3.744269,0.779933,0
1,2,-0.142526,3.201368,0.782995,0
2,8,-0.013152,3.451455,0.812166,0
3,5,-0.261522,3.226075,1.07313,0
4,2,0.75245,3.406319,0.895629,0
5,7,0.016583,3.373647,1.052649,0
1,2,-0.453439,4.374485,1.170406,0
2,10,0.063536,4.249956,1.66013,0
3,5,-0.189698,4.079849,0.593601,0
4,2,1.285321,2.899975,1.26435,0
5,7,-0.20941,7.094787,0.943215,1
1,2,0.080034,4.948661,1.279927,1
2,12,-0.160537,4.073898,1.644389,0
3,8,-0.205644,2.717923,1.384578,1
4,2,1.340593,2.743845,0.942288,0
5,7,0.121952,5.802987,0.963712,0
1,2,-0.163256,4.538522,0.825496,0
2,8,-0.006814,3.969727,1.163792,0
3,12,0.109875,4.502463,1.406181,1
4,2,0.89193,2.593907,1.138029,0
5,7,-0.155943,4.498704,0.91577,0
1,2,0.011422,4.491303,0.975883,0
2,12,-0.37783,3.764708,1.258997,0
3,8,0.353406,4.198062,1.839558,1
4,2,1.197869,2.095023,0.950254,0
5,7,0.084986,2.574422,0.918549,0
1,2,-0.232815,4.094864,1.257042,2
2,8,-0.255808,4.251957,1.426305,2
3,7,0.127097,4.352923,1.205369,2
4,2,0.854873,2.638,0.994637,0
5,7,0.009956,4.445478,1.002275,0
1,2,0.03638,4.433939,1.152425,2
2,11,-0.00104,5.38112,1.469719,1
3,9,-0.60243,3.762812,0.99359,1
4,2,1.09728,2.927803,0.749961,0
5,6,0.154677,4.589115,0.985947,0
1,3,0.175963,4.827151,1.618299,1
2,8,-0.008638,4.05231,0.919558,0
3,6,0.024367,4.063057,1.009138,0
4,2,0.287437,4.036506,0.975291,0
5,7,-0.123072,3.97339,0.875123,0
1,2,0.013547,4.870147,1.593779,0
2,8,-0.056102,4.162634,0.888584,0
3,3,0.307867,3.268091,0.729113,0
4,1,-0.23608,2.913419,1.029916,0
5,7,0.008568,4.193045,0.892841,0
1,2,0.077831,3.901367,1.15406,0
2,14,-0.292841,3.400645,1.24351,0
3,4,0.309557,3.462795,0.701127,0
4,2,0.992999,3.147476,0.986671,0
5,6,0.148549,3.393658,0.857058,0
1,2,0.268802,4.657121,0.933383,0
2,8,0.073706,4.515958,1.011209,0
3,7,-0.551595,3.946242,1.012739,0
4,2,1.116552,2.248583,1.02764,0
5,7,-0.001155,3.992876,1.166252,0
1,2,-0.060947,5.127048,1.114828,0
2,8,-0.104149,3.657304,0.717468,0
3,12,0.103884,4.301709,1.665422,2
4,2,1.256537,2.805388,1.011708,0
5,7,-0.193745,4.546815,0.865743,0
1,2,-0.127271,5.909694,1.046173,0
2,10,0.052281,4.665842,1.21863,0
3,9,0.065075,3.57853,1.790459,1
4,2,1.726038,4.217083,1.015122,0
5,7,0.349758,5.32793,1.053691,0
1,2,-0.282519,4.445331,1.073962,0
2,8,-0.195382,5.047678,0.980489,1
3,10,-0.149205,3.350088,1.689153,2
4,2,0.32809,2.916137,0.944564,0
5,7,-0.009528,4.917948,1.162778,0
1,2,-0.277818,3.406422,1.366564,1
